id,authentic_path,manipulated_path,manipulation_type,suspicious_region,name,surname,given_names,dob,issue,expiry,doc_no,nationality,sex,split
SD_00761,authentic/SD_00761_authentic.jpg,manipulated/SD_00761_photo_change.jpg,photo_change,"[45, 100, 165, 250]",Diya Malhotra,Malhotra,Diya,19891203,2011-11-13,2021-10-16,U2634755,CAN,F,train
SD_00762,authentic/SD_00762_authentic.jpg,manipulated/SD_00762_number_change.jpg,number_change,"[205, 188, 650, 211]",Rohan Verma,Verma,Rohan,19900207,2010-10-10,2020-09-18,F6913119,SGP,F,test
SD_00763,authentic/SD_00763_authentic.jpg,manipulated/SD_00763_date_change.jpg,date_change,"[205, 264, 650, 287]",Anaya Verma,Verma,Anaya,19910613,2018-03-13,2023-12-27,Z4991537,IND,M,train
SD_00764,authentic/SD_00764_authentic.jpg,manipulated/SD_00764_copy_paste.jpg,copy_paste,"[205, 140, 500, 175]",Anaya Sharma,Sharma,Anaya,20011208,2020-04-08,2030-11-26,G2043097,CAN,F,validation
SD_00765,authentic/SD_00765_authentic.jpg,manipulated/SD_00765_clone.jpg,clone,"[430, 270, 580, 305]",Ishaan Joshi,Joshi,Ishaan,19810919,2023-07-21,2033-12-09,W5465535,AUS,F,train
SD_00766,authentic/SD_00766_authentic.jpg,manipulated/SD_00766_compression.jpg,compression,"[0, 0, 700, 455]",Aditya Bose,Bose,Aditya,19781208,2015-09-19,2020-02-26,Q7851935,SGP,M,train
SD_00767,authentic/SD_00767_authentic.jpg,manipulated/SD_00767_mixed.jpg,mixed,"[45, 100, 650, 250]",Sara Rao,Rao,Sara,19731015,2017-08-19,2027-02-06,A8780572,IND,F,validation
SD_00768,authentic/SD_00768_authentic.jpg,manipulated/SD_00768_text_change.jpg,text_change,"[205, 150, 650, 173]",Aditya Bose,Bose,Aditya,19870524,2019-01-23,2029-07-23,Y2637484,GBR,M,validation
SD_00769,authentic/SD_00769_authentic.jpg,manipulated/SD_00769_photo_change.jpg,photo_change,"[45, 100, 165, 250]",Kiara Verma,Verma,Kiara,20041011,2024-01-20,2029-12-25,L9119186,SGP,M,train
SD_00770,authentic/SD_00770_authentic.jpg,manipulated/SD_00770_number_change.jpg,number_change,"[205, 188, 650, 211]",Ishaan Mehta,Mehta,Ishaan,19810301,2023-11-16,2028-06-03,D6966672,GBR,M,train
SD_00771,authentic/SD_00771_authentic.jpg,manipulated/SD_00771_date_change.jpg,date_change,"[205, 264, 650, 287]",Arjun Rao,Rao,Arjun,19921214,2012-05-16,2017-03-09,M3351571,AUS,F,train
SD_00772,authentic/SD_00772_authentic.jpg,manipulated/SD_00772_copy_paste.jpg,copy_paste,"[205, 140, 500, 175]",Vivaan Iyer,Iyer,Vivaan,19730604,2020-03-01,2025-01-11,M4099512,USA,F,train
SD_00773,authentic/SD_00773_authentic.jpg,manipulated/SD_00773_clone.jpg,clone,"[430, 270, 580, 305]",Rohan Iyer,Iyer,Rohan,19830228,2015-11-05,2025-10-06,O2827090,AUS,M,validation
SD_00774,authentic/SD_00774_authentic.jpg,manipulated/SD_00774_compression.jpg,compression,"[0, 0, 700, 455]",Aadhya Rao,Rao,Aadhya,19761106,2015-10-17,2020-02-16,G9295786,CAN,M,train
SD_00775,authentic/SD_00775_authentic.jpg,manipulated/SD_00775_mixed.jpg,mixed,"[45, 100, 650, 250]",Aditya Nair,Nair,Aditya,19850308,2015-08-07,2025-01-12,B7918158,AUS,F,train
SD_00776,authentic/SD_00776_authentic.jpg,manipulated/SD_00776_text_change.jpg,text_change,"[205, 150, 650, 173]",Ishaan Rao,Rao,Ishaan,19900825,2012-04-10,2022-07-14,M1707158,CAN,F,train
SD_00777,authentic/SD_00777_authentic.jpg,manipulated/SD_00777_photo_change.jpg,photo_change,"[45, 100, 165, 250]",Aadhya Kapoor,Kapoor,Aadhya,19881123,2022-01-17,2027-04-03,J9982508,IND,M,test
SD_00778,authentic/SD_00778_authentic.jpg,manipulated/SD_00778_number_change.jpg,number_change,"[205, 188, 650, 211]",Aadhya Joshi,Joshi,Aadhya,19820902,2015-11-28,2025-12-17,Q2850317,USA,M,train
SD_00779,authentic/SD_00779_authentic.jpg,manipulated/SD_00779_date_change.jpg,date_change,"[205, 264, 650, 287]",Diya Patel,Patel,Diya,19830419,2017-11-20,2022-01-13,G1403526,USA,F,train
SD_00780,authentic/SD_00780_authentic.jpg,manipulated/SD_00780_copy_paste.jpg,copy_paste,"[205, 140, 500, 175]",Kabir Verma,Verma,Kabir,19851109,2019-07-22,2029-04-21,X4606664,USA,F,validation
SD_00781,authentic/SD_00781_authentic.jpg,manipulated/SD_00781_clone.jpg,clone,"[430, 270, 580, 305]",Anaya Desai,Desai,Anaya,19701213,2020-01-23,2030-03-22,W3111271,USA,F,test
SD_00782,authentic/SD_00782_authentic.jpg,manipulated/SD_00782_compression.jpg,compression,"[0, 0, 700, 455]",Rohan Bose,Bose,Rohan,19861223,2020-07-10,2030-05-28,S4116318,CAN,M,train
SD_00783,authentic/SD_00783_authentic.jpg,manipulated/SD_00783_mixed.jpg,mixed,"[45, 100, 650, 250]",Kabir Iyer,Iyer,Kabir,19720804,2017-02-08,2022-07-06,C1369572,CAN,M,train
SD_00784,authentic/SD_00784_authentic.jpg,manipulated/SD_00784_text_change.jpg,text_change,"[205, 150, 650, 173]",Ishaan Singh,Singh,Ishaan,19830602,2021-10-01,2026-06-28,I2573066,USA,F,validation
SD_00785,authentic/SD_00785_authentic.jpg,manipulated/SD_00785_photo_change.jpg,photo_change,"[45, 100, 165, 250]",Aditya Mehta,Mehta,Aditya,19810411,2020-11-24,2030-01-28,O1398482,USA,F,train
SD_00786,authentic/SD_00786_authentic.jpg,manipulated/SD_00786_number_change.jpg,number_change,"[205, 188, 650, 211]",Vivaan Patel,Patel,Vivaan,19740918,2016-01-20,2021-12-11,L0213060,AUS,M,test
SD_00787,authentic/SD_00787_authentic.jpg,manipulated/SD_00787_date_change.jpg,date_change,"[205, 264, 650, 287]",Meera Singh,Singh,Meera,19770425,2023-11-02,2028-01-21,P9649673,SGP,F,validation
SD_00788,authentic/SD_00788_authentic.jpg,manipulated/SD_00788_copy_paste.jpg,copy_paste,"[205, 140, 500, 175]",Ira Kulkarni,Kulkarni,Ira,19990315,2024-09-12,2029-03-10,U2642506,GBR,M,train
SD_00789,authentic/SD_00789_authentic.jpg,manipulated/SD_00789_clone.jpg,clone,"[430, 270, 580, 305]",Vivaan Kapoor,Kapoor,Vivaan,19960413,2022-03-27,2032-04-13,N6777675,GBR,F,train
SD_00790,authentic/SD_00790_authentic.jpg,manipulated/SD_00790_compression.jpg,compression,"[0, 0, 700, 455]",Meera Verma,Verma,Meera,20030407,2022-12-07,2027-12-22,Z9578654,USA,F,train
SD_00791,authentic/SD_00791_authentic.jpg,manipulated/SD_00791_mixed.jpg,mixed,"[45, 100, 650, 250]",Kabir Kapoor,Kapoor,Kabir,19761115,2018-05-27,2028-01-07,G5826862,CAN,M,test
SD_00792,authentic/SD_00792_authentic.jpg,manipulated/SD_00792_text_change.jpg,text_change,"[205, 150, 650, 173]",Ishaan Joshi,Joshi,Ishaan,19811222,2014-10-25,2019-11-13,S3265732,CAN,F,train
SD_00793,authentic/SD_00793_authentic.jpg,manipulated/SD_00793_photo_change.jpg,photo_change,"[45, 100, 165, 250]",Vivaan Kulkarni,Kulkarni,Vivaan,19760203,2022-01-01,2027-06-28,C5532341,GBR,F,train
SD_00794,authentic/SD_00794_authentic.jpg,manipulated/SD_00794_number_change.jpg,number_change,"[205, 188, 650, 211]",Sara Kapoor,Kapoor,Sara,19910310,2021-05-04,2026-03-06,N1896288,SGP,F,test
SD_00795,authentic/SD_00795_authentic.jpg,manipulated/SD_00795_date_change.jpg,date_change,"[205, 264, 650, 287]",Anaya Bose,Bose,Anaya,19851105,2011-08-04,2016-03-13,P6720957,AUS,M,train
SD_00796,authentic/SD_00796_authentic.jpg,manipulated/SD_00796_copy_paste.jpg,copy_paste,"[205, 140, 500, 175]",Tara Kulkarni,Kulkarni,Tara,19920603,2024-06-03,2029-03-20,J6213541,GBR,F,validation
SD_00797,authentic/SD_00797_authentic.jpg,manipulated/SD_00797_clone.jpg,clone,"[430, 270, 580, 305]",Aarav Desai,Desai,Aarav,19960628,2016-05-07,2026-09-01,P5203447,CAN,F,train
SD_00798,authentic/SD_00798_authentic.jpg,manipulated/SD_00798_compression.jpg,compression,"[0, 0, 700, 455]",Vivaan Rao,Rao,Vivaan,19990618,2018-01-05,2023-12-19,A4637660,SGP,F,validation
SD_00799,authentic/SD_00799_authentic.jpg,manipulated/SD_00799_mixed.jpg,mixed,"[45, 100, 650, 250]",Meera Nair,Nair,Meera,19930928,2023-07-14,2033-03-12,X4837441,CAN,M,train
SD_00800,authentic/SD_00800_authentic.jpg,manipulated/SD_00800_text_change.jpg,text_change,"[205, 150, 650, 173]",Diya Malhotra,Malhotra,Diya,20020126,2020-03-26,2025-04-03,F5129311,IND,M,train
SD_00801,authentic/SD_00801_authentic.jpg,manipulated/SD_00801_photo_change.jpg,photo_change,"[45, 100, 165, 250]",Diya Malhotra,Malhotra,Diya,19741021,2012-08-21,2022-11-04,T1023121,SGP,M,train
SD_00802,authentic/SD_00802_authentic.jpg,manipulated/SD_00802_number_change.jpg,number_change,"[205, 188, 650, 211]",Aarav Joshi,Joshi,Aarav,19840123,2013-02-13,2023-11-17,G7379274,SGP,M,train
SD_00803,authentic/SD_00803_authentic.jpg,manipulated/SD_00803_date_change.jpg,date_change,"[205, 264, 650, 287]",Sara Verma,Verma,Sara,20020206,2020-04-09,2025-09-19,G1132532,CAN,F,train
SD_00804,authentic/SD_00804_authentic.jpg,manipulated/SD_00804_copy_paste.jpg,copy_paste,"[205, 140, 500, 175]",Aadhya Mehta,Mehta,Aadhya,19970624,2019-04-17,2024-11-22,I4210175,SGP,M,train
SD_00805,authentic/SD_00805_authentic.jpg,manipulated/SD_00805_clone.jpg,clone,"[430, 270, 580, 305]",Kiara Patel,Patel,Kiara,19981222,2016-02-11,2026-12-22,T1945757,GBR,F,train
SD_00806,authentic/SD_00806_authentic.jpg,manipulated/SD_00806_compression.jpg,compression,"[0, 0, 700, 455]",Aadhya Singh,Singh,Aadhya,20010924,2021-04-08,2026-01-23,L6775677,CAN,M,train
SD_00807,authentic/SD_00807_authentic.jpg,manipulated/SD_00807_mixed.jpg,mixed,"[45, 100, 650, 250]",Kabir Bose,Bose,Kabir,19940128,2018-03-26,2028-07-28,U2650622,AUS,M,train
SD_00808,authentic/SD_00808_authentic.jpg,manipulated/SD_00808_text_change.jpg,text_change,"[205, 150, 650, 173]",Ishaan Patel,Patel,Ishaan,19710805,2016-05-11,2021-01-16,M2484337,AUS,F,validation
SD_00809,authentic/SD_00809_authentic.jpg,manipulated/SD_00809_photo_change.jpg,photo_change,"[45, 100, 165, 250]",Kiara Joshi,Joshi,Kiara,19801102,2017-06-04,2022-06-23,P9423873,CAN,F,train
SD_00810,authentic/SD_00810_authentic.jpg,manipulated/SD_00810_number_change.jpg,number_change,"[205, 188, 650, 211]",Aarav Rao,Rao,Aarav,19801110,2015-11-20,2025-10-04,T2845525,AUS,F,train
SD_00811,authentic/SD_00811_authentic.jpg,manipulated/SD_00811_date_change.jpg,date_change,"[205, 264, 650, 287]",Aditya Sharma,Sharma,Aditya,19980708,2021-04-11,2026-06-21,P4859532,GBR,M,validation
SD_00812,authentic/SD_00812_authentic.jpg,manipulated/SD_00812_copy_paste.jpg,copy_paste,"[205, 140, 500, 175]",Neel Malhotra,Malhotra,Neel,19851016,2017-01-11,2022-07-25,E9518779,SGP,F,train
SD_00813,authentic/SD_00813_authentic.jpg,manipulated/SD_00813_clone.jpg,clone,"[430, 270, 580, 305]",Aditya Kapoor,Kapoor,Aditya,19940426,2024-05-23,2029-06-28,Y0733055,AUS,F,train
SD_00814,authentic/SD_00814_authentic.jpg,manipulated/SD_00814_compression.jpg,compression,"[0, 0, 700, 455]",Kabir Singh,Singh,Kabir,19870811,2015-10-18,2020-11-07,T9140388,GBR,M,train
SD_00815,authentic/SD_00815_authentic.jpg,manipulated/SD_00815_mixed.jpg,mixed,"[45, 100, 650, 250]",Meera Joshi,Joshi,Meera,19700507,2014-03-10,2019-01-21,U6157276,AUS,M,train
SD_00816,authentic/SD_00816_authentic.jpg,manipulated/SD_00816_text_change.jpg,text_change,"[205, 150, 650, 173]",Sara Singh,Singh,Sara,19900515,2011-05-07,2021-05-06,S2501058,CAN,F,train
SD_00817,authentic/SD_00817_authentic.jpg,manipulated/SD_00817_photo_change.jpg,photo_change,"[45, 100, 165, 250]",Kabir Nair,Nair,Kabir,19940121,2020-07-21,2030-07-06,K9045990,AUS,M,train
SD_00818,authentic/SD_00818_authentic.jpg,manipulated/SD_00818_number_change.jpg,number_change,"[205, 188, 650, 211]",Kabir Kapoor,Kapoor,Kabir,19740205,2024-03-04,2029-12-08,C5551651,CAN,F,train
SD_00819,authentic/SD_00819_authentic.jpg,manipulated/SD_00819_date_change.jpg,date_change,"[205, 264, 650, 287]",Vivaan Iyer,Iyer,Vivaan,19960723,2024-03-18,2029-04-15,F1433080,IND,M,train
SD_00820,authentic/SD_00820_authentic.jpg,manipulated/SD_00820_copy_paste.jpg,copy_paste,"[205, 140, 500, 175]",Vivaan Mehta,Mehta,Vivaan,19840317,2012-06-11,2022-11-22,M0847068,IND,M,train
SD_00821,authentic/SD_00821_authentic.jpg,manipulated/SD_00821_clone.jpg,clone,"[430, 270, 580, 305]",Ishaan Desai,Desai,Ishaan,19720419,2013-08-01,2023-12-03,S5826328,IND,F,train
SD_00822,authentic/SD_00822_authentic.jpg,manipulated/SD_00822_compression.jpg,compression,"[0, 0, 700, 455]",Anaya Iyer,Iyer,Anaya,19930706,2019-04-25,2029-06-07,K4614707,AUS,F,train
SD_00823,authentic/SD_00823_authentic.jpg,manipulated/SD_00823_mixed.jpg,mixed,"[45, 100, 650, 250]",Ishaan Verma,Verma,Ishaan,19770726,2010-02-24,2015-04-25,S4394570,SGP,M,train
SD_00824,authentic/SD_00824_authentic.jpg,manipulated/SD_00824_text_change.jpg,text_change,"[205, 150, 650, 173]",Anaya Mehta,Mehta,Anaya,20020501,2020-04-27,2025-06-07,P6576927,CAN,F,test
SD_00825,authentic/SD_00825_authentic.jpg,manipulated/SD_00825_photo_change.jpg,photo_change,"[45, 100, 165, 250]",Neel Patel,Patel,Neel,19760128,2024-01-20,2029-01-09,A4769210,GBR,M,test
SD_00826,authentic/SD_00826_authentic.jpg,manipulated/SD_00826_number_change.jpg,number_change,"[205, 188, 650, 211]",Ishaan Joshi,Joshi,Ishaan,19930514,2012-11-01,2022-01-04,J2473107,USA,M,test
SD_00827,authentic/SD_00827_authentic.jpg,manipulated/SD_00827_date_change.jpg,date_change,"[205, 264, 650, 287]",Arjun Patel,Patel,Arjun,19851023,2017-09-09,2027-01-23,S7123166,IND,M,validation
SD_00828,authentic/SD_00828_authentic.jpg,manipulated/SD_00828_copy_paste.jpg,copy_paste,"[205, 140, 500, 175]",Sara Joshi,Joshi,Sara,19811002,2010-11-03,2020-12-10,X7340433,SGP,F,test
SD_00829,authentic/SD_00829_authentic.jpg,manipulated/SD_00829_clone.jpg,clone,"[430, 270, 580, 305]",Aarav Kulkarni,Kulkarni,Aarav,19721027,2023-07-18,2033-04-23,X0451957,CAN,M,train
SD_00830,authentic/SD_00830_authentic.jpg,manipulated/SD_00830_compression.jpg,compression,"[0, 0, 700, 455]",Ira Kulkarni,Kulkarni,Ira,19930918,2022-03-11,2032-07-06,S6575427,SGP,F,validation
SD_00831,authentic/SD_00831_authentic.jpg,manipulated/SD_00831_mixed.jpg,mixed,"[45, 100, 650, 250]",Ira Joshi,Joshi,Ira,19750505,2019-06-12,2029-08-25,R2058295,AUS,M,validation
SD_00832,authentic/SD_00832_authentic.jpg,manipulated/SD_00832_text_change.jpg,text_change,"[205, 150, 650, 173]",Kabir Malhotra,Malhotra,Kabir,19831213,2023-02-27,2033-02-17,R0819048,SGP,M,train
SD_00833,authentic/SD_00833_authentic.jpg,manipulated/SD_00833_photo_change.jpg,photo_change,"[45, 100, 165, 250]",Neel Kulkarni,Kulkarni,Neel,19910211,2017-12-27,2027-09-13,Q6395613,SGP,F,train
SD_00834,authentic/SD_00834_authentic.jpg,manipulated/SD_00834_number_change.jpg,number_change,"[205, 188, 650, 211]",Kabir Malhotra,Malhotra,Kabir,19820126,2021-09-26,2026-08-05,C4364381,USA,M,validation
SD_00835,authentic/SD_00835_authentic.jpg,manipulated/SD_00835_date_change.jpg,date_change,"[205, 264, 650, 287]",Aarav Sharma,Sharma,Aarav,19880406,2011-11-03,2016-05-15,D6560945,CAN,F,train
SD_00836,authentic/SD_00836_authentic.jpg,manipulated/SD_00836_copy_paste.jpg,copy_paste,"[205, 140, 500, 175]",Kiara Desai,Desai,Kiara,20001019,2023-01-22,2033-01-16,K5047681,CAN,F,train
SD_00837,authentic/SD_00837_authentic.jpg,manipulated/SD_00837_clone.jpg,clone,"[430, 270, 580, 305]",Tara Sharma,Sharma,Tara,19940825,2012-02-16,2022-09-03,C3176539,CAN,M,train
SD_00838,authentic/SD_00838_authentic.jpg,manipulated/SD_00838_compression.jpg,compression,"[0, 0, 700, 455]",Diya Rao,Rao,Diya,19981014,2019-02-01,2024-10-28,V0871827,GBR,F,train
SD_00839,authentic/SD_00839_authentic.jpg,manipulated/SD_00839_mixed.jpg,mixed,"[45, 100, 650, 250]",Vivaan Rao,Rao,Vivaan,19770916,2021-03-15,2031-03-02,J9561213,CAN,F,train
SD_00840,authentic/SD_00840_authentic.jpg,manipulated/SD_00840_text_change.jpg,text_change,"[205, 150, 650, 173]",Neel Sharma,Sharma,Neel,19941226,2024-11-06,2034-01-10,F3597371,IND,M,train
SD_00841,authentic/SD_00841_authentic.jpg,manipulated/SD_00841_photo_change.jpg,photo_change,"[45, 100, 165, 250]",Kabir Verma,Verma,Kabir,19710812,2017-12-14,2022-12-17,W5816704,CAN,F,test
SD_00842,authentic/SD_00842_authentic.jpg,manipulated/SD_00842_number_change.jpg,number_change,"[205, 188, 650, 211]",Aditya Patel,Patel,Aditya,19751112,2014-08-13,2019-03-04,A2192378,GBR,F,train
SD_00843,authentic/SD_00843_authentic.jpg,manipulated/SD_00843_date_change.jpg,date_change,"[205, 264, 650, 287]",Tara Patel,Patel,Tara,19810704,2019-09-02,2024-04-05,J2605080,IND,F,train
SD_00844,authentic/SD_00844_authentic.jpg,manipulated/SD_00844_copy_paste.jpg,copy_paste,"[205, 140, 500, 175]",Aarav Rao,Rao,Aarav,19780428,2015-08-26,2020-04-22,P7731268,SGP,M,validation
SD_00845,authentic/SD_00845_authentic.jpg,manipulated/SD_00845_clone.jpg,clone,"[430, 270, 580, 305]",Kabir Kulkarni,Kulkarni,Kabir,19780905,2023-02-16,2028-10-06,H6534606,IND,F,train
SD_00846,authentic/SD_00846_authentic.jpg,manipulated/SD_00846_compression.jpg,compression,"[0, 0, 700, 455]",Meera Sharma,Sharma,Meera,19821212,2020-07-15,2025-12-05,P9862398,GBR,F,train
SD_00847,authentic/SD_00847_authentic.jpg,manipulated/SD_00847_mixed.jpg,mixed,"[45, 100, 650, 250]",Aditya Joshi,Joshi,Aditya,19710218,2016-02-23,2021-11-02,L4647548,AUS,F,train
SD_00848,authentic/SD_00848_authentic.jpg,manipulated/SD_00848_text_change.jpg,text_change,"[205, 150, 650, 173]",Aadhya Malhotra,Malhotra,Aadhya,20000813,2022-12-19,2027-08-11,C7588914,SGP,F,train
SD_00849,authentic/SD_00849_authentic.jpg,manipulated/SD_00849_photo_change.jpg,photo_change,"[45, 100, 165, 250]",Anaya Malhotra,Malhotra,Anaya,19880908,2019-06-11,2024-10-07,L4358644,AUS,F,test
SD_00850,authentic/SD_00850_authentic.jpg,manipulated/SD_00850_number_change.jpg,number_change,"[205, 188, 650, 211]",Ishaan Singh,Singh,Ishaan,19781210,2022-04-22,2032-12-18,R5379821,SGP,F,train
SD_00851,authentic/SD_00851_authentic.jpg,manipulated/SD_00851_date_change.jpg,date_change,"[205, 264, 650, 287]",Neel Mehta,Mehta,Neel,19911126,2012-08-12,2017-07-16,W4978524,AUS,M,train
SD_00852,authentic/SD_00852_authentic.jpg,manipulated/SD_00852_copy_paste.jpg,copy_paste,"[205, 140, 500, 175]",Meera Malhotra,Malhotra,Meera,19950207,2013-05-16,2023-09-19,I8963406,SGP,F,train
SD_00853,authentic/SD_00853_authentic.jpg,manipulated/SD_00853_clone.jpg,clone,"[430, 270, 580, 305]",Arjun Kapoor,Kapoor,Arjun,19970604,2021-03-06,2026-06-25,Z0014188,GBR,M,train
SD_00854,authentic/SD_00854_authentic.jpg,manipulated/SD_00854_compression.jpg,compression,"[0, 0, 700, 455]",Arjun Bose,Bose,Arjun,19970122,2018-10-02,2023-02-11,T4463339,AUS,F,test
SD_00855,authentic/SD_00855_authentic.jpg,manipulated/SD_00855_mixed.jpg,mixed,"[45, 100, 650, 250]",Ira Malhotra,Malhotra,Ira,19850118,2012-10-11,2017-03-26,M3890219,SGP,F,validation
SD_00856,authentic/SD_00856_authentic.jpg,manipulated/SD_00856_text_change.jpg,text_change,"[205, 150, 650, 173]",Tara Patel,Patel,Tara,19760708,2013-04-15,2018-03-08,I1034699,CAN,F,train
SD_00857,authentic/SD_00857_authentic.jpg,manipulated/SD_00857_photo_change.jpg,photo_change,"[45, 100, 165, 250]",Ishaan Mehta,Mehta,Ishaan,19760214,2023-12-15,2033-03-24,M9608437,CAN,F,train
SD_00858,authentic/SD_00858_authentic.jpg,manipulated/SD_00858_number_change.jpg,number_change,"[205, 188, 650, 211]",Diya Sharma,Sharma,Diya,20011013,2023-08-20,2028-06-05,W1962633,GBR,F,train
SD_00859,authentic/SD_00859_authentic.jpg,manipulated/SD_00859_date_change.jpg,date_change,"[205, 264, 650, 287]",Meera Rao,Rao,Meera,19850508,2021-07-20,2031-01-22,S3170695,GBR,F,train
SD_00860,authentic/SD_00860_authentic.jpg,manipulated/SD_00860_copy_paste.jpg,copy_paste,"[205, 140, 500, 175]",Kiara Bose,Bose,Kiara,19980214,2022-05-12,2027-05-12,I7223989,AUS,M,train
SD_00861,authentic/SD_00861_authentic.jpg,manipulated/SD_00861_clone.jpg,clone,"[430, 270, 580, 305]",Vivaan Joshi,Joshi,Vivaan,19930403,2011-12-06,2016-10-23,R0418472,GBR,M,train
SD_00862,authentic/SD_00862_authentic.jpg,manipulated/SD_00862_compression.jpg,compression,"[0, 0, 700, 455]",Kiara Rao,Rao,Kiara,19810710,2013-03-17,2018-04-28,C9092487,CAN,M,train
SD_00863,authentic/SD_00863_authentic.jpg,manipulated/SD_00863_mixed.jpg,mixed,"[45, 100, 650, 250]",Neel Sharma,Sharma,Neel,19821203,2019-02-25,2024-05-27,Z2817852,USA,M,test
SD_00864,authentic/SD_00864_authentic.jpg,manipulated/SD_00864_text_change.jpg,text_change,"[205, 150, 650, 173]",Neel Singh,Singh,Neel,19700325,2015-05-17,2020-09-17,B6220722,USA,F,train
SD_00865,authentic/SD_00865_authentic.jpg,manipulated/SD_00865_photo_change.jpg,photo_change,"[45, 100, 165, 250]",Anaya Kapoor,Kapoor,Anaya,19850323,2017-02-23,2022-03-21,T0162047,AUS,F,validation
SD_00866,authentic/SD_00866_authentic.jpg,manipulated/SD_00866_number_change.jpg,number_change,"[205, 188, 650, 211]",Meera Iyer,Iyer,Meera,20040717,2024-08-21,2034-10-19,W6486287,USA,M,validation
SD_00867,authentic/SD_00867_authentic.jpg,manipulated/SD_00867_date_change.jpg,date_change,"[205, 264, 650, 287]",Ishaan Patel,Patel,Ishaan,19930504,2024-10-14,2034-07-10,L0573036,SGP,M,test
SD_00868,authentic/SD_00868_authentic.jpg,manipulated/SD_00868_copy_paste.jpg,copy_paste,"[205, 140, 500, 175]",Kabir Kulkarni,Kulkarni,Kabir,19890405,2016-01-08,2026-05-16,M7753726,IND,M,train
SD_00869,authentic/SD_00869_authentic.jpg,manipulated/SD_00869_clone.jpg,clone,"[430, 270, 580, 305]",Kabir Kulkarni,Kulkarni,Kabir,19760602,2014-06-15,2024-11-28,N1945887,IND,F,train
SD_00870,authentic/SD_00870_authentic.jpg,manipulated/SD_00870_compression.jpg,compression,"[0, 0, 700, 455]",Aditya Nair,Nair,Aditya,19910517,2013-03-01,2018-03-24,W8400838,GBR,M,train
SD_00871,authentic/SD_00871_authentic.jpg,manipulated/SD_00871_mixed.jpg,mixed,"[45, 100, 650, 250]",Sara Joshi,Joshi,Sara,19911015,2022-06-20,2032-05-12,B8917768,IND,M,train
SD_00872,authentic/SD_00872_authentic.jpg,manipulated/SD_00872_text_change.jpg,text_change,"[205, 150, 650, 173]",Kabir Malhotra,Malhotra,Kabir,19941123,2017-08-24,2027-03-05,Y3196463,IND,M,validation
SD_00873,authentic/SD_00873_authentic.jpg,manipulated/SD_00873_photo_change.jpg,photo_change,"[45, 100, 165, 250]",Aadhya Sharma,Sharma,Aadhya,19780719,2013-04-14,2018-07-18,S4301204,SGP,F,train
SD_00874,authentic/SD_00874_authentic.jpg,manipulated/SD_00874_number_change.jpg,number_change,"[205, 188, 650, 211]",Aditya Mehta,Mehta,Aditya,19991116,2019-02-03,2029-06-20,X5749885,SGP,F,validation
SD_00875,authentic/SD_00875_authentic.jpg,manipulated/SD_00875_date_change.jpg,date_change,"[205, 264, 650, 287]",Kabir Kulkarni,Kulkarni,Kabir,20031025,2023-04-08,2028-07-16,I5847609,GBR,F,test
SD_00876,authentic/SD_00876_authentic.jpg,manipulated/SD_00876_copy_paste.jpg,copy_paste,"[205, 140, 500, 175]",Neel Malhotra,Malhotra,Neel,19840415,2024-03-04,2034-07-24,M6954132,AUS,F,train
SD_00877,authentic/SD_00877_authentic.jpg,manipulated/SD_00877_clone.jpg,clone,"[430, 270, 580, 305]",Aditya Singh,Singh,Aditya,19900114,2024-07-27,2034-03-14,P0551437,CAN,F,train
SD_00878,authentic/SD_00878_authentic.jpg,manipulated/SD_00878_compression.jpg,compression,"[0, 0, 700, 455]",Ishaan Joshi,Joshi,Ishaan,19970508,2018-10-26,2023-06-06,T5961111,SGP,M,train
SD_00879,authentic/SD_00879_authentic.jpg,manipulated/SD_00879_mixed.jpg,mixed,"[45, 100, 650, 250]",Kabir Iyer,Iyer,Kabir,19970226,2022-12-21,2027-01-01,P2024559,IND,M,train
SD_00880,authentic/SD_00880_authentic.jpg,manipulated/SD_00880_text_change.jpg,text_change,"[205, 150, 650, 173]",Rohan Rao,Rao,Rohan,19910119,2011-02-02,2016-04-26,F6714949,AUS,M,train
SD_00881,authentic/SD_00881_authentic.jpg,manipulated/SD_00881_photo_change.jpg,photo_change,"[45, 100, 165, 250]",Aadhya Verma,Verma,Aadhya,19741028,2017-05-06,2022-08-20,H4065277,GBR,F,validation
SD_00882,authentic/SD_00882_authentic.jpg,manipulated/SD_00882_number_change.jpg,number_change,"[205, 188, 650, 211]",Aadhya Kulkarni,Kulkarni,Aadhya,19950426,2019-05-22,2029-04-08,O2201091,USA,M,test
SD_00883,authentic/SD_00883_authentic.jpg,manipulated/SD_00883_date_change.jpg,date_change,"[205, 264, 650, 287]",Sara Verma,Verma,Sara,19790210,2021-06-23,2031-10-08,W7661894,SGP,M,train
SD_00884,authentic/SD_00884_authentic.jpg,manipulated/SD_00884_copy_paste.jpg,copy_paste,"[205, 140, 500, 175]",Ira Verma,Verma,Ira,19950603,2016-01-02,2026-07-06,P7657256,SGP,F,train
SD_00885,authentic/SD_00885_authentic.jpg,manipulated/SD_00885_clone.jpg,clone,"[430, 270, 580, 305]",Rohan Sharma,Sharma,Rohan,19800703,2014-08-11,2019-01-05,H8974326,IND,M,train
